ReportingYear,StationLocalId,SamplingPointLocalId,Pollutant,AQValue,Unit,SamplingPoint_Latitude,SamplingPoint_Longitude,AggregationType,Namespace,BeginPosition,EndPosition
2013,STA-NL00818,SPO-NL00818_00009_100,Nitrogen oxides (air),169.969,ugNO2.m-3,52.655002589482493,6.0180697400000014,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00003,SPO-NL00003_00009_101,Nitrogen oxides (air),333.93,ugNO2.m-3,52.3888893094812,4.94389725,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00633,SPO-NL00633_00009_101,Nitrogen oxides (air),321.787,ugNO2.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00636,SPO-NL00636_00009_101,Nitrogen oxides (air),571.419,ugNO2.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00937,SPO-NL00937_00009_100,Nitrogen oxides (air),551.156,ugNO2.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00631,SPO-NL00631_00009_111,Nitrogen oxides (air),196.092,ugNO2.m-3,52.448501589481481,5.6191501600000002,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00722,SPO-NL00722_00009_101,Nitrogen oxides (air),138.164,ugNO2.m-3,52.092499999479791,6.6058390000000005,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00486,SPO-NL00486_00009_100,Nitrogen oxides (air),1460,ugNO2.m-3,51.888055999478865,4.3888889999999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00240,SPO-NL00240_00009_100,Nitrogen oxides (air),1265.5,ugNO2.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00007,SPO-NL00007_00009_101,Nitrogen oxides (air),1003.46,ugNO2.m-3,52.381111149481171,4.8450112300000008,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00494,SPO-NL00494_00009_100,Nitrogen oxides (air),878.3,ugNO2.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00014,SPO-NL00014_00009_100,Nitrogen oxides (air),491.4162,ugNO2.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00538,SPO-NL00538_00009_101,Nitrogen oxides (air),221.05,ugNO2.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00636,SPO-NL00636_00009_101,Nitrogen oxides (air),572.92999999,ugNO2.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00493,SPO-NL00493_00009_100,Nitrogen oxides (air),1132.4,ugNO2.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00301,SPO-NL00301_00009_101,Nitrogen oxides (air),297.87,ugNO2.m-3,51.635559079477744,3.9169473600000013,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00020,SPO-NL00020_00009_101,Nitrogen oxides (air),1342.386,ugNO2.m-3,52.375831599481117,4.8608417499999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00639,SPO-NL00639_00009_101,Nitrogen oxides (air),1130.83999999,ugNO2.m-3,52.06888899947969,5.1211140000000013,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00704,SPO-NL00704_00009_100,Nitrogen oxides (air),657.1638,ugNO2.m-3,52.430000309481379,4.7699999800000015,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00818,SPO-NL00818_00009_100,Nitrogen oxides (air),205.11,ugNO2.m-3,52.655002589482493,6.0180697400000014,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00643,SPO-NL00643_00009_100,Nitrogen oxides (air),751.13999999,ugNO2.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00003,SPO-NL00003_00009_101,Nitrogen oxides (air),455.6908,ugNO2.m-3,52.3888893094812,4.94389725,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00131,SPO-NL00131_00009_101,Nitrogen oxides (air),269.36,ugNO2.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00937,SPO-NL00937_00009_100,Nitrogen oxides (air),1141.48,ugNO2.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00491,SPO-NL00491_00009_100,Nitrogen oxides (air),778.79999999,ugNO2.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00241,SPO-NL00241_00009_100,Nitrogen oxides (air),594.97,ugNO2.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00742,SPO-NL00742_00009_100,Nitrogen oxides (air),520.25999999,ugNO2.m-3,51.838888999478641,5.8580609999999993,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00442,SPO-NL00442_00009_100,Nitrogen oxides (air),983.34,ugNO2.m-3,51.800659179478473,4.7082138100000002,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00017,SPO-NL00017_00009_101,Nitrogen oxides (air),693,ugNO2.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00703,SPO-NL00703_00009_100,Nitrogen oxides (air),393,ugNO2.m-3,52.400001529481244,4.7300000200000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00704,SPO-NL00704_00009_100,Nitrogen oxides (air),485,ugNO2.m-3,52.430000309481379,4.7699999800000015,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00012,SPO-NL00012_00009_101,Nitrogen oxides (air),730,ugNO2.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00564,SPO-NL00564_00009_100,Nitrogen oxides (air),400,ugNO2.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00003,SPO-NL00003_00009_101,Nitrogen oxides (air),438,ugNO2.m-3,52.3888893094812,4.94389725,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00537,SPO-NL00537_00009_101,Nitrogen oxides (air),670.286,ugNO2.m-3,52.381666999481162,4.6480689999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00131,SPO-NL00131_00009_101,Nitrogen oxides (air),172.07,ugNO2.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00445,SPO-NL00445_00009_100,Nitrogen oxides (air),645.641,ugNO2.m-3,52.074999999479715,4.3161250000000004,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00641,SPO-NL00641_00009_100,Nitrogen oxides (air),427.732,ugNO2.m-3,52.203055999480299,4.9886140000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00107,SPO-NL00107_00009_101,Nitrogen oxides (air),180.703,ugNO2.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00538,SPO-NL00538_00009_101,Nitrogen oxides (air),216.935,ugNO2.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00486,SPO-NL00486_00009_100,Nitrogen oxides (air),829.9,ugNO2.m-3,51.888055999478865,4.3888889999999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00547,SPO-NL00547_00009_100,Nitrogen oxides (air),685.74,ugNO2.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00002,SPO-NL00002_00009_101,Nitrogen oxides (air),759,ugNO2.m-3,52.38500213948118,4.8761196099999982,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00107,SPO-NL00107_00009_101,Nitrogen oxides (air),189.27,ugNO2.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00445,SPO-NL00445_00009_100,Nitrogen oxides (air),449.07,ugNO2.m-3,52.074999999479715,4.3161250000000004,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00487,SPO-NL00487_00009_100,Nitrogen oxides (air),2050.4,ugNO2.m-3,51.891113279478887,4.48111105,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00021,SPO-NL00021_00009_101,Nitrogen oxides (air),240.2,ugNO2.m-3,52.321388239480868,4.9888944600000009,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00491,SPO-NL00491_00009_100,Nitrogen oxides (air),933.5,ugNO2.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00241,SPO-NL00241_00009_100,Nitrogen oxides (air),397.56,ugNO2.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00136,SPO-NL00136_00009_100,Nitrogen oxides (air),1027.37,ugNO2.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00012,SPO-NL00012_00009_101,Nitrogen oxides (air),440.8,ugNO2.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00486,SPO-NL00486_00009_100,Nitrogen oxides (air),1750.2,ugNO2.m-3,51.888055999478865,4.3888889999999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00493,SPO-NL00493_00009_100,Nitrogen oxides (air),1071.3,ugNO2.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00236,SPO-NL00236_00009_101,Nitrogen oxides (air),450.55,ugNO2.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00485,SPO-NL00485_00009_100,Nitrogen oxides (air),1046.8,ugNO2.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00641,SPO-NL00641_00009_100,Nitrogen oxides (air),478.84,ugNO2.m-3,52.203055999480299,4.9886140000000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00704,SPO-NL00704_00009_100,Nitrogen oxides (air),278.3,ugNO2.m-3,52.430000309481379,4.7699999800000015,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00550,SPO-NL00550_00009_100,Nitrogen oxides (air),736,ugNO2.m-3,52.370510999481105,4.6423189999999988,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00934,SPO-NL00934_00009_101,Nitrogen oxides (air),151.295,ugNO2.m-3,53.331665039486005,6.27750874,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00918,SPO-NL00918_00009_101,Nitrogen oxides (air),143.093,ugNO2.m-3,52.916915889483825,5.5734915699999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00241,SPO-NL00241_00009_100,Nitrogen oxides (air),509.683,ugNO2.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00133,SPO-NL00133_00009_101,Nitrogen oxides (air),330.352,ugNO2.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00442,SPO-NL00442_00009_100,Nitrogen oxides (air),720.562,ugNO2.m-3,51.800659179478473,4.7082138100000002,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00807,SPO-NL00807_00009_101,Nitrogen oxides (air),464.363,ugNO2.m-3,52.389167789481192,6.4036140399999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00445,SPO-NL00445_00009_100,Nitrogen oxides (air),580.132,ugNO2.m-3,52.074999999479715,4.3161250000000004,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00491,SPO-NL00491_00009_100,Nitrogen oxides (air),881.9,ugNO2.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00107,SPO-NL00107_00009_101,Nitrogen oxides (air),272.931,ugNO2.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00418,SPO-NL00418_00009_101,Nitrogen oxides (air),489.621,ugNO2.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00433,SPO-NL00433_00009_101,Nitrogen oxides (air),1853.821,ugNO2.m-3,51.911392209478961,4.32695293,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00230,SPO-NL00230_00009_101,Nitrogen oxides (air),321.219,ugNO2.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00701,SPO-NL00701_00009_100,Nitrogen oxides (air),873.05,ugNO2.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00020,SPO-NL00020_00009_101,Nitrogen oxides (air),1057.35,ugNO2.m-3,52.375831599481117,4.8608417499999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00012,SPO-NL00012_00009_101,Nitrogen oxides (air),675,ugNO2.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00546,SPO-NL00546_00009_100,Nitrogen oxides (air),658.94,ugNO2.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00551,SPO-NL00551_00009_100,Nitrogen oxides (air),405,ugNO2.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00022,SPO-NL00022_00009_101,Nitrogen oxides (air),526.65,ugNO2.m-3,52.37888717948114,4.7936196299999994,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00247,SPO-NL00247_00009_100,Nitrogen oxides (air),374.38,ugNO2.m-3,51.407501219476785,5.3933334400000001,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00564,SPO-NL00564_00009_100,Nitrogen oxides (air),543.701,ugNO2.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00437,SPO-NL00437_00009_101,Nitrogen oxides (air),381.11,ugNO2.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00551,SPO-NL00551_00009_100,Nitrogen oxides (air),460.5973,ugNO2.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00561,SPO-NL00561_00009_100,Nitrogen oxides (air),611.1653,ugNO2.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00230,SPO-NL00230_00009_101,Nitrogen oxides (air),355.83999999,ugNO2.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00547,SPO-NL00547_00009_100,Nitrogen oxides (air),648.57,ugNO2.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00404,SPO-NL00404_00009_101,Nitrogen oxides (air),635.41999999,ugNO2.m-3,52.07805633947973,4.2891721699999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00240,SPO-NL00240_00009_100,Nitrogen oxides (air),1364.45,ugNO2.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00236,SPO-NL00236_00009_101,Nitrogen oxides (air),549.88,ugNO2.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00741,SPO-NL00741_00009_100,Nitrogen oxides (air),894.02999999,ugNO2.m-3,51.848888999478682,5.8580610000000011,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00017,SPO-NL00017_00009_101,Nitrogen oxides (air),900.49519999,ugNO2.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00318,SPO-NL00318_00009_101,Nitrogen oxides (air),384.63999999,ugNO2.m-3,51.295276639476306,3.7494583100000005,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00485,SPO-NL00485_00009_100,Nitrogen oxides (air),600.2,ugNO2.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00929,SPO-NL00929_00009_100,Nitrogen oxides (air),152.16,ugNO2.m-3,52.876663209483603,6.9333334000000022,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00445,SPO-NL00445_00009_100,Nitrogen oxides (air),808.45,ugNO2.m-3,52.074999999479715,4.3161250000000004,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00235,SPO-NL00235_00009_101,Nitrogen oxides (air),292.56,ugNO2.m-3,51.435001369476886,4.3602862399999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00237,SPO-NL00237_00009_101,Nitrogen oxides (air),643.65999999,ugNO2.m-3,51.445279999476931,5.4288999999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00133,SPO-NL00133_00009_101,Nitrogen oxides (air),218.66,ugNO2.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00022,SPO-NL00022_00009_101,Nitrogen oxides (air),549.3,ugNO2.m-3,52.37888717948114,4.7936196299999994,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00561,SPO-NL00561_00009_100,Nitrogen oxides (air),846,ugNO2.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00546,SPO-NL00546_00009_100,Nitrogen oxides (air),1083,ugNO2.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00937,SPO-NL00937_00009_100,Nitrogen oxides (air),529.762,ugNO2.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00237,SPO-NL00237_00009_101,Nitrogen oxides (air),817.954,ugNO2.m-3,51.445279999476931,5.4288999999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00929,SPO-NL00929_00009_100,Nitrogen oxides (air),140.594,ugNO2.m-3,52.876663209483603,6.9333334000000022,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00918,SPO-NL00918_00009_101,Nitrogen oxides (air),168.146,ugNO2.m-3,52.916915889483825,5.5734915699999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00807,SPO-NL00807_00009_101,Nitrogen oxides (air),415.607,ugNO2.m-3,52.389167789481192,6.4036140399999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00738,SPO-NL00738_00009_100,Nitrogen oxides (air),189.431,ugNO2.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00495,SPO-NL00495_00009_100,Nitrogen oxides (air),685,ugNO2.m-3,51.931945799479067,4.2277779600000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00491,SPO-NL00491_00009_100,Nitrogen oxides (air),783.4,ugNO2.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00301,SPO-NL00301_00007_101,Ozone (air),231.07,ug.m-3,51.635559079477744,3.9169473600000013,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00643,SPO-NL00643_00007_100,Ozone (air),193.69,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00929,SPO-NL00929_00007_100,Ozone (air),206.18,ug.m-3,52.876663209483603,6.9333334000000022,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00133,SPO-NL00133_00007_111,Ozone (air),234.75,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00418,SPO-NL00418_00007_120,Ozone (air),209,ug.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00938,SPO-NL00938_00007_100,Ozone (air),207.16,ug.m-3,53.246944429485559,6.6088972100000003,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00918,SPO-NL00918_00007_101,Ozone (air),212.47,ug.m-3,52.916915889483825,5.5734915699999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00107,SPO-NL00107_00007_101,Ozone (air),242.2,ug.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00489,SPO-NL00489_00007_100,Ozone (air),195.3,ug.m-3,51.868888849478772,4.5747222900000004,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00493,SPO-NL00493_00007_100,Ozone (air),182.7,ug.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00485,SPO-NL00485_00007_100,Ozone (air),175,ug.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00418,SPO-NL00418_00007_120,Ozone (air),207.7,ug.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00236,SPO-NL00236_00007_101,Ozone (air),165.52,ug.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00738,SPO-NL00738_00007_100,Ozone (air),190.9,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00564,SPO-NL00564_00007_100,Ozone (air),178,ug.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00131,SPO-NL00131_00007_111,Ozone (air),202.46,ug.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00437,SPO-NL00437_00007_101,Ozone (air),176.61,ug.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00631,SPO-NL00631_00007_111,Ozone (air),160.71,ug.m-3,52.448501589481481,5.6191501600000002,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00107,SPO-NL00107_00007_101,Ozone (air),214.44,ug.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2014,STA-NL00701,SPO-NL00701_00007_100,Ozone (air),198,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00485,SPO-NL00485_00007_100,Ozone (air),189.8,ug.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00807,SPO-NL00807_00007_101,Ozone (air),165.5,ug.m-3,52.389167789481192,6.4036140399999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00643,SPO-NL00643_00007_100,Ozone (air),173.49,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00236,SPO-NL00236_00007_101,Ozone (air),169.82,ug.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00444,SPO-NL00444_00007_100,Ozone (air),190.68,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00247,SPO-NL00247_00007_100,Ozone (air),182.66,ug.m-3,51.407501219476785,5.3933334400000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00493,SPO-NL00493_00007_100,Ozone (air),149.2,ug.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00934,SPO-NL00934_00007_111,Ozone (air),162.48,ug.m-3,53.331665039486005,6.27750874,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00722,SPO-NL00722_00007_111,Ozone (air),164.55,ug.m-3,52.092499999479791,6.6058390000000005,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2016,STA-NL00446,SPO-NL00446_00007_100,Ozone (air),189.03999999,ug.m-3,52.039722439479561,4.3605637599999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00437,SPO-NL00437_00007_101,Ozone (air),183.47999999,ug.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
